,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
2517,3,1,3,83,3,1,0
2518,3,1,3,133,1,0,0
2519,3,3,2,239,2,0,0
2520,1,3,3,73,1,0,1
2521,1,4,1,209,1,0,1
2522,1,1,3,42,1,0,0
2523,1,4,2,104,2,1,1
2524,1,1,2,269,1,1,1
2525,3,2,2,0,1,1,0
2526,1,3,1,58,4,0,0
2527,2,4,3,107,3,1,0
2528,3,3,1,288,3,1,1
2529,1,1,1,165,3,1,0
2530,2,2,1,214,4,1,1
2531,1,1,3,197,3,1,1
2532,2,1,1,30,1,1,0
2533,1,4,1,8,2,1,0
2534,3,2,3,146,4,0,1
2535,1,4,2,118,1,0,1
2536,3,1,2,151,2,0,1
2537,1,3,2,28,3,0,0
2538,3,2,3,25,2,1,0
2539,2,4,2,281,3,1,1
2540,2,1,3,270,2,1,0
2541,3,4,2,6,4,0,0
2542,2,1,2,270,1,0,0
2543,2,4,1,266,3,1,1
2544,3,2,3,112,3,1,0
2545,1,2,3,155,2,0,1
2546,1,1,1,77,2,0,0
2547,1,1,3,52,2,1,0
2548,3,2,3,259,3,1,0
2549,1,3,2,151,2,0,1
2550,2,2,1,254,3,0,1
2551,3,4,3,238,4,0,0
2552,1,4,1,60,3,0,0
2553,1,3,2,129,4,0,1
2554,1,2,2,287,4,0,1
2555,2,4,2,261,1,1,0
2556,3,3,2,44,2,1,0
2557,1,2,1,181,3,0,1
2558,2,4,2,24,3,1,0
2559,2,1,2,50,1,0,0
2560,1,2,3,295,3,1,1
2561,3,2,3,111,4,1,0
2562,2,2,3,4,3,0,0
2563,1,4,3,69,2,1,0
2564,1,2,1,254,4,1,0
2565,3,1,2,170,2,0,1
2566,3,1,2,246,3,0,1
2567,1,4,2,188,3,1,0
2568,3,4,3,264,4,1,1
2569,3,3,2,255,3,0,1
2570,2,1,3,55,1,1,1
2571,1,2,1,33,2,1,0
2572,3,2,2,56,1,1,0
2573,1,4,3,32,2,0,0
2574,2,4,2,240,3,1,0
2575,2,1,3,221,2,0,0
2576,3,4,1,5,2,1,0
2577,2,1,1,145,2,0,0
2578,3,3,1,168,2,0,1
2579,3,3,2,292,1,0,1
2580,2,4,3,135,1,0,0
2581,1,1,2,206,1,0,0
2582,3,1,3,205,4,1,0
2583,1,4,3,41,2,1,0
2584,2,1,2,235,1,1,0
2585,2,1,2,282,1,0,1
2586,3,1,2,123,4,0,0
2587,2,3,2,263,1,1,1
2588,1,4,2,6,1,0,0
2589,3,3,3,143,4,1,1
2590,2,1,2,181,3,1,0
2591,3,4,1,167,2,0,1
2592,2,4,1,240,4,0,1
2593,1,2,2,167,1,1,1
2594,1,4,1,190,4,0,1
2595,1,4,2,39,2,0,1
2596,1,2,3,220,4,0,1
2597,3,3,1,244,2,1,1
2598,2,1,1,256,4,1,1
2599,3,4,3,212,4,0,1
2600,1,2,3,10,2,1,0
2601,2,3,2,170,4,1,1
2602,3,2,1,218,2,0,0
2603,2,4,3,148,3,0,1
2604,1,1,2,113,2,0,0
2605,3,4,2,159,4,1,0
2606,3,4,2,223,3,0,0
2607,1,2,1,115,4,0,1
2608,1,1,3,197,3,1,1
2609,2,3,1,8,4,0,0
2610,1,4,3,142,1,0,1
2611,1,1,2,250,2,0,0
2612,1,3,3,153,2,0,1
2613,2,2,2,183,2,0,0
2614,3,4,1,291,4,1,0
2615,2,2,2,222,4,0,1
2616,3,2,3,244,2,0,0
2617,3,4,3,290,4,1,1
2618,2,4,2,186,2,0,1
2619,1,1,3,238,2,1,1
2620,3,1,2,298,3,1,1
2621,3,2,3,194,1,1,1
2622,2,1,1,276,3,0,1
2623,1,1,1,218,4,0,0
2624,1,2,2,267,1,0,1
2625,2,1,3,63,3,0,0
2626,1,1,2,200,2,1,0
2627,3,3,3,268,4,0,1
2628,1,1,1,122,1,1,0
2629,3,4,3,72,3,0,0
2630,1,4,3,255,1,0,0
2631,2,2,1,2,2,1,0
2632,3,2,1,130,1,1,0
2633,1,4,2,118,3,1,0
2634,3,1,1,275,1,1,1
2635,2,2,2,191,1,1,1
2636,2,2,3,204,4,0,0
2637,2,3,3,36,2,0,1
2638,2,4,1,173,2,0,0
2639,3,4,2,167,3,1,1
2640,2,1,1,225,2,1,1
2641,1,1,2,188,1,0,0
2642,2,3,2,20,1,1,0
2643,2,2,3,276,4,0,1
2644,1,2,2,88,2,0,0
2645,3,3,2,98,3,0,0
2646,2,4,2,261,1,1,1
2647,2,4,2,238,1,0,0
2648,1,3,1,106,1,0,0
2649,1,1,3,105,1,0,0
2650,1,3,2,2,4,0,0
2651,3,3,2,267,3,0,1
2652,3,3,3,130,3,1,1
2653,1,4,3,213,1,0,0
2654,1,3,3,12,2,1,0
2655,2,2,3,276,2,1,1
2656,3,3,1,112,1,1,1
2657,3,3,1,89,2,0,0
2658,3,3,1,127,3,0,1
2659,2,3,1,229,1,0,0
2660,2,4,3,157,4,1,0
2661,1,4,2,14,2,1,0
2662,1,2,3,128,1,0,1
2663,2,3,3,90,1,1,0
2664,2,1,3,10,2,0,0
2665,3,4,2,235,1,1,1
2666,1,3,1,96,2,1,0
2667,3,1,3,0,2,0,0
2668,2,1,1,213,1,1,1
2669,3,3,3,140,3,0,0
2670,1,3,2,297,2,1,0
2671,3,1,2,262,1,0,0
2672,1,2,2,287,4,1,1
2673,3,2,2,81,3,0,1
2674,3,3,1,136,1,1,1
2675,3,1,2,194,3,0,1
2676,1,3,1,36,3,1,0
2677,2,3,1,141,3,0,0
2678,3,3,2,114,4,1,0
2679,2,3,3,186,3,1,0
2680,1,4,1,85,2,0,1
2681,1,4,3,60,2,1,0
2682,3,4,3,123,4,1,0
2683,3,2,1,232,3,0,1
2684,1,4,1,262,4,1,0
2685,3,3,1,67,2,1,1
2686,3,2,1,136,1,1,1
2687,1,1,1,33,4,1,0
2688,2,2,3,260,2,1,1
2689,1,3,3,137,4,0,0
2690,1,1,3,285,4,0,1
2691,1,3,1,46,1,0,0
2692,1,1,3,112,2,1,0
2693,1,3,1,262,2,1,1
2694,1,2,2,291,1,1,1
2695,1,1,1,185,3,0,1
2696,1,2,3,252,3,1,1
2697,1,4,3,256,3,1,1
2698,2,2,3,256,2,1,0
2699,3,1,3,224,3,0,0
2700,3,3,3,66,2,0,0
2701,3,2,3,42,3,0,0
2702,3,4,1,113,3,0,1
2703,3,2,3,233,1,1,0
2704,1,2,2,91,4,0,1
2705,1,1,3,278,2,1,1
2706,2,3,1,245,1,0,1
2707,2,3,1,202,1,1,0
2708,3,1,3,28,4,0,0
2709,1,3,1,276,1,0,0
2710,1,2,2,260,2,0,1
2711,3,2,2,145,2,0,0
2712,1,3,1,174,4,0,1
2713,2,2,2,267,4,1,1
2714,1,3,2,221,4,1,1
2715,1,2,1,201,1,1,0
2716,1,4,1,232,1,1,1
2717,1,3,1,211,3,1,1
2718,2,3,3,289,2,0,1
2719,3,1,2,294,2,0,1
2720,3,3,3,1,3,0,0
2721,1,2,3,252,4,0,1
2722,3,4,3,188,1,1,1
2723,2,4,2,52,4,1,0
2724,1,1,1,206,2,0,1
2725,2,3,3,168,2,0,0
2726,3,2,1,173,4,1,1
2727,1,4,1,217,4,0,1
2728,1,3,3,131,1,1,1
2729,1,2,1,2,3,0,0
2730,1,3,3,12,3,1,0
2731,3,4,1,267,3,1,1
2732,3,2,3,172,2,0,1
2733,3,2,3,211,1,0,0
2734,1,3,2,237,1,1,0
2735,3,3,2,294,3,1,1
2736,2,3,1,242,4,0,1
2737,1,3,1,207,3,0,1
2738,1,4,1,212,3,1,1
2739,3,4,2,281,1,0,1
2740,1,3,1,249,1,1,0
2741,2,3,3,32,3,0,0
2742,1,1,3,58,4,0,1
2743,2,4,2,199,4,0,1
2744,1,1,3,245,4,1,1
2745,3,3,1,90,3,0,0
2746,3,2,1,238,4,0,0
2747,2,1,1,276,2,1,0
2748,2,4,3,280,4,1,0
2749,1,1,3,208,1,1,0
2750,2,1,1,110,1,0,0
2751,1,3,2,250,4,1,0
2752,1,1,3,232,4,0,1
2753,3,3,1,272,2,0,1
2754,3,4,3,202,2,1,0
2755,1,3,3,288,2,0,1
2756,3,4,3,296,4,1,1
2757,1,1,1,253,2,1,1
2758,2,2,1,55,4,0,0
2759,2,1,2,56,1,1,0
2760,1,1,2,137,4,0,0
2761,2,3,3,110,2,0,0
2762,3,4,2,218,3,1,0
2763,1,2,3,297,2,0,1
2764,2,4,1,217,2,0,0
2765,1,3,3,233,3,1,0
2766,2,1,3,260,3,0,1
2767,3,1,2,54,1,1,0
2768,2,4,1,137,2,0,0
2769,1,3,1,226,1,0,1
2770,1,2,2,140,2,0,1
2771,3,3,1,213,3,0,1
2772,2,4,2,179,4,0,1
2773,2,3,3,24,3,1,0
2774,3,3,1,110,2,1,0
2775,3,4,1,15,1,0,0
2776,3,1,3,138,4,0,1
2777,2,2,2,254,2,1,0
2778,2,4,2,91,3,0,0
2779,3,4,1,157,4,0,1
2780,3,1,1,85,1,0,0
2781,1,2,2,89,1,0,0
2782,3,1,2,173,2,1,1
2783,2,3,1,232,4,1,1
2784,1,4,2,234,3,0,0
2785,2,4,3,292,3,0,1
2786,3,2,2,291,4,1,1
2787,1,3,2,11,1,1,0
2788,2,2,1,29,3,1,0
2789,1,3,3,227,1,0,0
2790,2,1,1,228,2,1,0
2791,2,3,1,243,1,0,0
2792,1,3,1,144,4,0,0
2793,3,4,2,249,1,0,0
2794,1,1,1,47,4,1,0
2795,2,4,3,48,2,0,0
2796,3,4,3,190,3,0,0
2797,3,2,1,22,1,0,0
2798,1,4,2,234,2,1,1
2799,3,1,2,297,3,0,1
2800,2,1,2,221,3,0,1
2801,2,2,3,201,1,0,0
2802,3,4,1,128,2,0,1
2803,2,2,2,125,1,1,0
2804,3,4,1,42,4,0,0
2805,3,2,1,185,3,0,1
2806,2,3,2,193,3,1,1
2807,1,1,1,203,1,0,0
2808,3,2,3,90,2,0,1
2809,2,1,1,39,2,1,0
2810,2,1,1,213,4,1,0
2811,2,2,1,234,1,1,1
2812,2,1,1,130,2,0,0
2813,3,1,1,49,2,1,0
2814,2,3,2,114,1,1,0
2815,3,3,2,268,2,1,1
2816,1,3,2,65,3,1,0
2817,1,1,1,233,2,0,1
2818,2,1,3,136,2,1,1
2819,1,4,3,72,2,1,0
2820,3,3,3,261,1,0,0
2821,2,1,3,125,3,0,1
2822,2,1,3,102,4,0,0
2823,2,1,1,98,4,1,1
2824,3,4,2,37,4,0,0
2825,2,3,1,252,4,1,0
2826,2,2,1,112,3,0,1
2827,3,1,2,268,2,0,1
2828,1,3,2,201,4,1,0
2829,3,4,2,277,2,1,1
2830,3,2,1,18,4,0,0
2831,1,1,2,214,2,0,0
2832,1,3,3,210,3,0,1
2833,1,1,3,189,4,0,1
2834,1,4,1,203,1,0,1
2835,2,3,2,183,3,1,1
2836,2,3,1,155,2,1,1
2837,3,4,2,112,4,0,1
2838,1,2,1,46,1,1,1
2839,2,4,2,188,1,0,1
2840,1,3,2,210,4,1,1
2841,1,3,1,20,2,0,0
2842,3,1,1,193,1,1,1
2843,2,2,3,153,1,0,0
2844,1,4,3,233,1,1,1
2845,1,3,2,216,3,0,1
2846,3,3,2,66,1,1,1
2847,3,4,3,131,4,1,0
2848,2,1,1,196,3,0,0
2849,3,2,1,299,1,0,0
2850,2,4,1,181,3,1,1
2851,1,3,3,10,1,0,0
2852,3,1,2,42,2,1,0
2853,3,2,3,121,4,1,1
2854,3,1,3,54,2,1,0
2855,3,1,3,45,2,1,1
2856,2,1,1,291,3,0,1
2857,3,2,3,257,1,0,1
2858,3,3,3,55,4,1,0
2859,2,1,3,3,1,1,0
2860,3,4,2,275,3,1,1
2861,3,4,3,52,1,0,0
2862,3,4,1,116,2,1,1
2863,3,3,3,150,2,0,1
2864,2,2,3,260,4,0,1
2865,3,2,1,25,4,1,0
2866,3,4,1,265,1,1,1
2867,1,4,2,107,2,0,1
2868,1,3,3,203,1,1,0
2869,1,3,3,249,4,1,1
2870,3,2,1,98,1,1,0
2871,3,1,1,250,1,0,0
2872,2,2,3,167,2,1,1
2873,3,4,1,68,1,1,0
2874,2,3,2,272,4,1,0
2875,2,2,1,260,1,1,1
2876,2,1,3,9,3,0,0
2877,1,3,3,53,3,0,0
2878,1,2,3,285,3,1,1
2879,3,4,2,277,1,0,1
2880,3,4,3,135,3,0,0
2881,1,3,2,51,1,0,0
2882,3,2,3,294,3,1,1
2883,2,2,2,273,1,0,0
2884,1,3,3,144,3,1,0
2885,1,2,3,269,1,1,0
2886,3,1,1,95,3,0,0
2887,3,4,3,0,3,0,0
2888,2,3,2,187,3,0,1
2889,1,4,2,87,2,0,0
2890,2,3,1,161,2,1,1
2891,3,3,2,147,1,0,1
2892,1,3,3,299,2,0,0
2893,1,2,3,148,1,0,1
2894,2,1,1,291,1,0,1
2895,2,4,3,284,4,1,0
2896,3,4,3,115,3,1,0
2897,2,4,3,249,1,0,1
2898,3,1,1,249,4,0,0
2899,3,3,2,59,2,1,0
2900,1,3,1,295,4,0,1
2901,1,1,3,45,1,0,0
2902,1,4,1,190,2,0,0
2903,2,1,2,291,3,1,1
2904,1,1,3,149,4,0,1
2905,3,4,1,101,1,0,1
2906,2,1,3,249,3,0,0
2907,2,1,1,290,3,1,1
2908,3,4,1,222,1,1,0
2909,3,1,2,297,2,1,1
2910,3,3,1,8,3,0,0
2911,2,4,2,37,1,1,0
2912,1,1,1,296,3,1,1
2913,1,1,3,202,4,0,1
2914,3,2,1,180,2,0,0
2915,1,4,2,143,3,1,0
2916,1,4,3,277,3,0,0
2917,1,3,3,29,1,0,1
2918,3,3,2,87,1,0,1
2919,1,4,1,291,2,0,1
2920,1,4,1,47,3,0,0
2921,1,3,2,137,2,1,0
2922,3,1,3,213,3,0,1
2923,1,2,3,130,1,1,1
2924,3,1,1,188,1,0,0
2925,3,3,3,242,2,0,1
2926,2,3,3,150,4,0,1
2927,3,4,1,260,4,1,1
2928,3,4,2,69,4,1,1
2929,2,1,1,298,3,1,0
2930,2,3,3,56,4,0,1
2931,3,4,3,55,2,1,0
2932,3,2,3,176,4,1,0
2933,2,4,2,73,2,0,0
2934,1,3,1,190,1,0,0
2935,2,1,3,146,4,0,0
2936,1,4,1,157,1,0,0
2937,3,3,3,241,3,1,1
2938,2,2,3,114,1,0,1
2939,2,2,1,11,3,0,0
2940,2,4,2,99,4,1,1
2941,2,1,3,64,4,0,0
2942,2,1,2,249,1,0,1
2943,1,3,1,259,1,1,0
2944,3,2,1,153,2,0,1
2945,3,2,3,185,2,1,0
2946,2,4,2,181,1,0,1
2947,3,4,1,219,3,1,1
2948,2,3,1,273,3,0,1
2949,2,1,1,83,2,0,0
2950,2,3,3,198,3,1,1
2951,1,4,1,171,3,1,0
2952,1,4,2,67,3,1,1
2953,2,2,1,110,4,0,0
2954,2,1,2,100,2,1,1
2955,3,1,2,257,4,1,0
2956,2,4,1,216,3,1,0
2957,3,1,3,169,3,1,1
2958,1,1,3,113,1,1,0
2959,2,3,2,125,2,0,1
2960,2,4,2,159,4,1,1
2961,2,2,1,216,1,1,0
2962,2,4,3,65,3,1,1
2963,2,2,1,127,4,0,0
2964,1,3,1,251,2,0,1
2965,3,2,2,226,2,0,1
2966,1,1,2,238,3,0,1
2967,3,1,2,212,4,1,1
2968,2,2,1,7,3,0,0
2969,1,4,1,91,3,0,0
2970,2,4,2,264,2,0,1
2971,2,3,3,23,2,1,0
2972,3,1,2,290,4,0,1
2973,2,4,3,74,2,0,0
2974,1,2,3,116,1,1,0
2975,2,1,1,266,4,1,0
2976,2,2,2,280,4,0,0
2977,1,2,3,280,4,0,1
2978,2,4,3,256,3,1,1
2979,3,3,2,283,2,1,1
2980,2,3,1,21,4,0,0
2981,3,2,2,286,3,1,1
2982,2,2,3,132,4,0,0
2983,2,4,3,243,2,1,0
2984,3,3,1,114,1,0,1
2985,1,3,1,206,3,1,1
2986,1,3,2,269,3,0,0
2987,2,1,3,275,3,1,0
2988,3,3,1,125,4,1,0
2989,3,1,3,152,3,1,1
2990,3,3,2,170,1,0,1
2991,1,4,3,269,3,1,0
2992,1,1,1,187,1,1,0
2993,3,2,3,89,2,1,1
2994,1,1,1,51,3,0,0
2995,2,1,2,148,2,1,1
2996,1,1,2,270,3,0,1
2997,3,3,1,19,1,0,0
2998,1,4,3,262,4,0,1
2999,2,1,2,290,1,0,1
3000,1,3,3,256,3,1,1
3001,2,2,2,289,4,1,0
3002,3,2,2,75,4,0,0
3003,3,3,1,200,2,0,1
3004,1,1,1,269,1,0,0
3005,1,2,3,125,2,0,0
3006,1,4,2,72,3,1,0
3007,1,3,1,122,4,1,0
3008,1,1,3,196,1,1,0
3009,3,2,3,92,1,0,0
3010,3,2,2,75,2,1,0
3011,1,1,1,189,1,1,1
3012,2,2,2,250,2,1,1
3013,1,4,3,115,4,1,0
3014,3,2,3,212,4,1,0
3015,1,4,2,132,3,1,0
3016,2,4,3,248,2,0,1
3017,1,4,1,226,1,0,0
3018,3,1,2,264,2,0,0
3019,1,4,2,221,4,0,0
3020,1,2,3,117,2,1,0
3021,3,3,3,61,3,0,0
3022,3,3,3,229,3,1,1
3023,1,4,3,87,4,1,0
3024,3,4,3,239,3,0,0
3025,3,4,1,101,1,1,0
3026,3,2,1,52,3,1,0
3027,1,2,1,179,4,1,1
3028,3,2,2,142,3,1,0
3029,2,4,3,121,1,0,0
3030,2,3,2,184,2,0,0
3031,2,2,1,55,2,1,0
3032,3,3,2,202,1,1,0
3033,1,1,2,12,3,0,0
3034,3,1,1,237,2,0,1
3035,2,2,1,260,3,0,0
3036,2,3,2,148,3,1,0
3037,2,3,2,89,2,1,0
3038,1,1,3,221,3,0,1
3039,3,2,2,213,1,0,1
3040,2,4,2,119,1,0,1
3041,1,2,1,132,4,1,1
3042,3,3,3,99,4,0,0
3043,3,4,1,186,1,1,1
3044,2,3,1,157,2,1,1
3045,3,4,3,274,1,0,0
3046,3,4,2,150,3,1,0
3047,3,4,1,261,4,0,1
3048,3,3,3,252,2,1,1
3049,2,2,3,244,1,1,0
3050,2,2,1,122,4,1,1
3051,2,1,1,200,1,0,1
3052,1,2,1,181,1,0,1
3053,1,3,2,245,3,0,0
3054,3,3,2,10,1,0,0
3055,2,1,2,167,3,1,1
3056,3,1,3,24,3,0,0
3057,2,1,1,199,2,0,1
3058,1,4,1,293,2,1,1
3059,3,2,3,16,1,1,0
3060,1,1,3,213,4,0,1
3061,2,4,3,256,3,0,0
3062,2,2,3,260,4,0,1
3063,2,1,3,91,2,0,0
3064,1,1,2,167,4,1,0
3065,3,3,2,107,2,0,0
3066,3,4,1,264,3,1,1
3067,2,2,1,289,4,1,1
3068,2,4,2,158,2,1,0
3069,1,3,3,281,2,1,1
3070,2,2,1,268,2,1,1
3071,3,2,3,154,2,0,0
3072,1,3,2,18,3,1,0
3073,3,3,2,197,2,1,1
3074,3,2,3,128,2,1,0
3075,3,3,2,158,4,0,1
3076,1,2,2,222,3,1,1
3077,2,4,3,51,1,0,0
3078,2,3,2,137,3,1,1
3079,2,1,2,114,1,0,0
3080,3,2,1,126,4,1,0
3081,2,4,2,210,4,1,1
3082,3,3,3,42,1,1,0
3083,2,4,3,231,2,1,1
3084,1,4,2,177,3,1,1
3085,1,3,2,203,4,1,1
3086,1,3,3,260,4,1,1
3087,3,3,2,84,4,1,0
3088,3,3,1,128,1,0,1
3089,2,2,2,284,4,1,1
3090,3,2,2,257,1,1,1
3091,3,4,2,281,2,0,1
3092,2,1,3,54,4,1,1
3093,2,3,2,172,3,1,0
3094,3,3,2,56,1,0,0
3095,1,4,3,128,2,0,0
3096,2,1,3,235,1,1,0
3097,2,1,3,189,3,0,1
3098,1,2,2,119,4,1,1
3099,1,4,3,246,3,1,0
3100,3,2,3,179,2,0,1
3101,2,3,2,293,2,0,1
3102,3,2,2,119,3,0,1
3103,2,2,2,221,3,1,1
3104,2,3,2,124,4,0,1
3105,1,4,2,236,2,0,1
3106,1,2,2,270,3,1,1
3107,3,1,2,90,4,1,0
3108,3,1,3,249,4,0,1
3109,3,4,1,205,3,1,1
3110,2,4,1,259,4,0,1
3111,2,1,3,219,1,1,0
3112,2,1,1,92,2,0,0
3113,2,1,1,37,3,1,0
3114,1,4,3,48,4,1,0
3115,3,4,2,178,2,1,1
3116,1,2,3,178,4,0,1
3117,2,1,1,252,3,1,1
3118,3,3,1,278,1,0,1
3119,3,2,1,121,2,1,1
3120,2,2,1,103,4,1,1
3121,2,4,3,252,1,0,1
3122,1,2,3,134,4,1,1
3123,3,2,3,241,3,0,1
3124,3,4,3,65,4,0,0
3125,2,2,2,216,2,0,0
3126,1,4,1,272,1,0,1
3127,1,3,3,171,4,0,1
3128,1,4,3,211,3,0,1
3129,3,2,3,8,4,1,0
3130,3,2,3,150,1,0,1
3131,1,2,3,225,1,1,1
3132,2,2,2,281,1,0,0
3133,2,2,2,146,2,1,0
3134,2,3,3,108,1,0,1
3135,3,1,2,120,4,0,0
3136,3,1,2,206,3,0,1
3137,3,3,2,123,4,0,1
3138,1,3,3,129,4,1,0
3139,2,4,1,208,4,1,1
3140,3,3,2,206,4,0,1
3141,2,2,1,94,3,1,0
3142,1,2,2,221,2,1,1
3143,1,4,1,179,3,0,1
3144,2,2,3,259,4,0,0
3145,1,2,2,142,3,0,0
3146,2,1,1,293,3,1,1
3147,2,4,3,212,4,1,0
3148,3,3,1,67,2,1,1
3149,1,1,2,111,4,0,0
3150,2,1,3,92,1,1,0
3151,1,3,1,194,4,0,1
3152,2,3,1,115,4,0,0
3153,3,1,3,77,3,1,1
3154,1,4,1,91,4,1,0
3155,3,4,3,165,2,1,0
3156,1,1,1,18,2,1,0
3157,2,3,3,290,3,0,0
3158,2,4,2,246,2,0,1
3159,3,1,3,171,3,0,1
3160,3,2,2,293,1,1,1
3161,3,4,1,279,3,1,1
3162,2,2,1,140,2,1,0
3163,3,4,1,239,3,0,1
3164,3,3,3,236,3,1,1
3165,2,4,1,248,4,1,1
3166,2,1,3,101,1,1,0
3167,2,4,2,143,4,0,1
3168,3,1,1,263,2,0,1
3169,3,2,1,156,4,0,1
3170,2,1,2,257,2,1,1
3171,1,3,2,225,1,0,0
3172,1,1,1,10,1,0,0
3173,1,3,2,276,4,1,0
3174,3,4,3,122,2,1,1
3175,3,4,1,206,4,1,1
3176,3,4,1,207,3,0,0
3177,2,4,1,232,3,1,0
3178,2,3,3,69,2,1,0
3179,2,4,2,145,4,0,0
3180,2,1,3,181,3,1,1
3181,1,3,1,249,1,1,1
3182,2,2,1,11,2,0,0
3183,2,1,2,184,3,0,1
3184,3,3,3,243,3,1,1
3185,2,3,3,241,4,0,1
3186,2,3,3,18,3,1,0
3187,3,2,3,202,4,0,0
3188,1,1,2,177,1,1,0
3189,2,3,3,15,3,1,0
3190,1,4,3,214,4,0,1
3191,3,4,2,71,4,0,0
3192,2,1,3,221,2,0,1
3193,3,1,2,1,4,1,0
3194,3,3,2,152,4,1,0
3195,3,2,3,293,1,1,0
3196,1,3,1,185,1,0,1
3197,2,1,2,108,2,0,0
3198,1,3,2,198,2,1,0
3199,2,1,1,284,3,1,0
3200,1,3,2,241,2,1,0
3201,2,2,3,169,4,0,1
3202,2,1,2,194,4,1,0
3203,1,2,1,283,2,1,1
3204,2,3,3,92,4,0,0
3205,1,3,2,235,2,1,1
3206,1,1,2,234,3,1,1
3207,2,1,2,163,4,0,1
3208,3,1,1,197,3,1,1
3209,1,4,1,102,3,0,0
3210,2,4,3,206,4,1,0
3211,3,4,2,118,4,1,0
3212,1,1,3,134,3,0,0
3213,1,4,1,194,2,0,0
3214,2,3,2,253,2,0,1
3215,2,3,2,167,3,1,0
3216,2,4,1,81,3,0,1
3217,2,1,2,196,4,1,0
3218,2,2,3,281,1,1,1
3219,1,2,2,289,2,1,1
3220,2,4,3,116,3,0,0
3221,2,2,3,104,3,0,0
3222,2,3,1,286,4,1,0
3223,1,1,2,263,1,0,1
3224,3,2,2,210,1,0,0
3225,3,4,2,229,3,0,0
3226,1,1,2,142,4,0,1
3227,1,3,1,61,2,0,0
3228,2,3,3,114,1,0,0
3229,2,3,2,42,1,1,1
3230,2,4,2,257,2,1,1
3231,2,3,2,2,3,0,0
3232,2,3,2,210,4,1,0
3233,3,1,3,249,1,1,0
3234,1,2,2,9,4,1,0
3235,2,1,1,83,3,0,1
3236,1,4,1,279,4,1,1
3237,2,1,2,271,1,0,1
3238,3,2,2,128,3,1,1
3239,2,1,1,31,4,1,0
3240,2,3,1,224,3,0,0
3241,1,2,3,277,2,1,1
3242,3,1,3,289,2,1,0
3243,2,2,3,145,4,0,1
3244,2,2,2,220,4,1,0
3245,3,2,3,254,3,0,1
3246,2,1,3,187,4,0,1
3247,3,1,1,274,3,1,1
3248,2,2,3,120,4,1,1
3249,2,1,3,232,2,0,1
3250,1,1,3,201,4,1,1
3251,3,4,1,17,3,0,0
3252,1,2,2,104,4,1,1
3253,3,2,1,291,4,0,1
3254,3,4,3,76,3,0,0
3255,3,4,3,279,4,1,0
3256,3,1,1,25,4,1,0
3257,2,3,1,92,4,1,0
3258,3,4,2,83,1,1,1
3259,2,3,2,193,3,1,1
3260,3,1,2,297,2,0,1
3261,2,2,3,152,4,1,1
3262,3,2,2,134,1,0,0
3263,2,4,2,194,2,1,1
3264,3,2,3,94,2,1,0
3265,1,1,2,21,1,1,0
3266,2,4,3,141,1,1,0
3267,2,2,1,239,2,0,0
3268,2,2,2,232,3,0,0
3269,3,4,2,149,1,0,0
3270,2,1,2,147,4,1,0
3271,2,4,2,161,1,1,1
3272,3,3,2,273,4,0,1
3273,2,3,2,119,2,1,1
3274,3,1,3,12,4,1,0
3275,3,2,1,280,2,1,1
3276,3,2,1,176,4,1,0
3277,1,2,1,113,2,1,1
3278,3,3,3,230,1,1,0
3279,2,4,3,119,4,1,1
3280,2,1,2,15,3,0,0
3281,1,4,3,194,3,1,0
3282,2,2,3,299,4,0,1
3283,1,3,2,69,3,0,0
3284,3,2,3,29,1,1,0
3285,2,2,3,108,3,0,0
3286,1,4,3,174,3,0,1
3287,3,2,1,10,4,0,0
3288,2,2,3,239,4,0,1
3289,1,2,2,122,4,0,1
3290,1,1,3,151,1,0,0
3291,1,2,2,246,2,0,1
3292,3,1,3,205,3,1,1
3293,2,4,1,156,3,1,1
3294,2,3,1,222,2,1,1
3295,2,3,2,276,2,0,1
3296,3,3,2,133,4,0,1
3297,3,4,1,241,1,1,1
3298,1,3,1,75,3,1,1
3299,1,4,1,248,3,1,1
3300,1,2,3,265,1,1,1
3301,2,3,3,161,2,0,1
3302,2,3,3,170,1,1,1
3303,1,1,2,65,4,0,0
3304,2,1,3,258,1,0,1
3305,2,4,2,108,3,1,0
3306,3,2,3,127,2,1,0
3307,2,3,2,227,1,0,0
3308,1,3,1,274,1,1,0
3309,2,2,2,134,4,0,1
3310,3,4,3,244,1,1,1
3311,3,1,1,251,1,0,1
3312,2,4,1,160,1,1,0
3313,1,4,3,24,2,0,0
3314,3,2,1,295,3,0,0
3315,1,1,3,122,1,0,1
3316,2,2,2,130,2,0,0
3317,3,4,1,72,3,1,0
3318,2,1,1,296,4,0,0
3319,2,2,3,103,3,0,1
3320,2,4,2,156,1,1,1
3321,3,4,2,103,4,1,0
3322,1,4,1,170,4,1,1
3323,3,2,1,17,3,0,0
3324,1,3,3,140,1,1,0
3325,2,3,3,71,2,1,0
3326,1,3,2,247,1,1,1
3327,1,2,3,113,1,1,0
3328,2,2,2,73,2,1,1
3329,3,1,2,50,4,1,1
3330,2,1,1,146,2,0,1
3331,1,4,1,173,4,1,0
3332,3,1,1,255,1,1,1
3333,3,4,1,144,2,1,1
3334,3,1,2,247,2,1,0
3335,3,1,3,113,1,1,1
3336,2,2,3,97,3,1,0
